date,SPY,QQQ,IWM,TLT,SPMO,QUAL,USMV,VLUE
2021-11-23,468.19,397.48,231.33,144.5,65.3051,144.53,77.74,107.01
2021-11-24,469.44,398.76,231.58,146.82,65.3509,145.09,77.93,106.85
2021-11-26,458.97,391.2,222.85,150.53,63.8953,142.07,76.98,104.49
2021-11-29,464.6,399.69,222.71,149.32,64.78,143.84,77.61,104.8
2021-11-30,455.56,393.82,218.17,151.59,62.9721,141.03,75.96,102.22
2021-12-01,450.5,387.12,213.26,152.34,62.11,139.06,75.44,101.6
2021-12-02,457.4,389.91,219.21,152.53,63.4813,140.975,76.71,103.76
2021-12-03,453.42,383.13,214.71,154.35,62.9198,139.69,76.6,103.7
2021-12-06,458.79,386.2,219.02,152.23,63.41,140.76,77.25,104.93
2021-12-07,468.28,397.83,224.1,151.0,64.8792,144.08,78.05,106.65
2021-12-08,469.52,399.61,225.63,148.39,64.9482,144.26,78.15,106.44
2021-12-09,466.35,393.73,220.52,149.22,64.5277,143.09,77.87,105.92
2021-12-10,470.74,398.01,219.91,148.86,64.9464,144.25,78.69,106.97
2021-12-13,466.57,392.26,216.04,151.06,64.1441,142.78,78.78,104.96
2021-12-14,463.36,388.2,214.18,150.7,63.692,141.62,78.25,104.69
2021-12-15,470.6,397.05,217.58,149.25,64.4046,144.46,79.36,105.86
2021-12-16,466.45,386.84,213.18,149.14,64.235,142.65,79.48,106.57
2021-12-17,459.87,384.91,215.14,150.83,63.1755,141.02,78.61,105.52
2021-12-20,454.98,380.69,212.12,149.7,61.9123,139.1,78.24,104.28
2021-12-21,463.06,389.21,218.18,149.13,63.1571,141.72,78.81,106.5
2021-12-22,467.69,393.95,220.28,149.82,63.675,142.91,79.37,107.29
2021-12-23,470.6,396.92,222.04,148.52,64.1678,143.88,79.67,108.2
2021-12-27,477.26,403.48,224.12,148.88,64.8151,146.28,80.57,109.33
2021-12-28,476.87,401.61,222.75,148.29,64.6281,145.91,80.69,109.42
2021-12-29,477.48,401.55,222.99,146.67,64.8392,146.3,81.04,109.77
2021-12-30,476.16,400.35,222.93,147.9,64.6578,145.91,81.0,109.59
2021-12-31,474.96,397.85,222.45,148.19,64.52,145.56,80.9,109.47
2022-01-03,477.71,401.68,225.32,144.3,64.517,145.17,80.4,111.11
2022-01-04,477.55,396.47,224.98,143.7,65.5242,145.0,80.13,113.02
2022-01-05,468.38,384.29,217.36,142.92,63.9227,141.51,79.17,112.21
2022-01-06,467.94,384.02,218.6,143.29,64.16,141.64,78.84,112.48
2022-01-07,466.09,379.86,216.07,142.26,64.056,140.31,78.55,112.85
2022-01-10,465.51,380.11,215.32,142.61,63.833,139.68,78.35,112.97
2022-01-11,469.75,385.82,217.61,143.56,64.3705,140.975,78.62,113.86
2022-01-12,471.02,387.35,215.99,143.01,64.7087,141.18,78.71,114.04
2022-01-13,464.53,377.66,214.01,144.28,63.9666,139.16,77.91,114.34
2022-01-14,464.72,380.01,214.31,142.1,63.7724,138.91,77.58,114.92
2022-01-18,456.49,370.55,207.83,140.1,62.1482,136.43,76.78,112.68
2022-01-19,451.75,366.48,204.45,141.07,61.2758,135.18,76.69,110.36
2022-01-20,446.75,361.72,200.75,141.94,60.43,133.42,75.97,108.67
2022-01-21,437.98,351.69,196.99,143.63,59.3169,131.22,75.19,106.72
2022-01-24,439.84,353.3,201.53,142.45,59.5201,132.1,75.525,107.14
2022-01-25,434.47,345.11,198.84,142.22,58.8395,130.2,74.31,106.55
2022-01-26,433.38,344.57,195.97,140.5,58.54,129.89,73.42,105.6
2022-01-27,431.24,341.1,191.52,143.08,58.3417,129.32,73.4,104.48
2022-01-28,441.95,351.8,195.25,143.13,59.2884,132.81,75.16,106.1
2022-01-31,449.91,363.05,201.24,142.39,60.4127,135.44,76.06,107.31
2022-02-01,452.95,365.52,203.36,141.72,61.16,136.21,76.17,107.75
2022-02-02,457.35,368.49,201.34,142.2,62.3959,138.07,76.94,108.75
2022-02-03,446.6,353.55,197.53,141.09,60.94,133.85,76.04,107.38
2022-02-04,448.7,358.01,198.38,139.01,61.162,133.39,75.85,106.48
2022-02-07,447.26,355.13,199.36,139.1,60.7614,132.84,75.69,106.88
2022-02-08,450.94,359.12,202.76,138.17,61.5161,133.42,75.92,107.64
2022-02-09,457.54,366.73,206.61,138.43,62.6325,135.98,76.82,109.3
2022-02-10,449.32,358.43,203.44,136.23,61.7018,133.0,75.28,107.84
2022-02-11,440.46,347.06,201.38,138.25,60.402,130.24,74.52,106.67
2022-02-14,439.02,347.49,200.68,136.53,59.9187,129.53,74.16,105.72
2022-02-15,446.1,356.13,206.06,134.98,60.8378,131.84,74.68,107.43
2022-02-16,446.6,356.04,206.49,135.78,61.1539,132.1,74.47,107.45
2022-02-17,437.06,345.45,201.2,136.79,59.3373,129.17,73.56,105.73
2022-02-18,434.23,341.51,199.47,138.23,58.8238,128.36,73.38,105.11
2022-02-22,429.57,338.08,196.66,138.59,58.1086,126.7,72.83,103.79
2022-02-23,421.95,329.42,192.98,136.68,57.0092,124.64,71.88,102.49
2022-02-24,428.3,340.49,198.04,136.77,57.9853,127.0,72.62,102.84
2022-02-25,437.75,345.77,202.5,136.87,59.4418,130.13,74.25,105.56
2022-02-28,436.63,346.8,203.32,139.87,59.181,129.88,73.73,105.0
2022-03-01,429.98,341.49,199.49,141.3,57.8737,128.16,73.46,103.03
2022-03-02,437.89,347.22,204.24,136.47,59.16,130.59,74.51,106.13
2022-03-03,435.71,342.26,201.82,137.86,58.88,130.06,74.75,105.62
2022-03-04,432.17,337.3,198.66,140.24,57.8186,128.86,75.25,104.37
2022-03-07,419.43,324.86,193.72,139.17,55.4337,125.05,74.08,101.55
2022-03-08,416.25,323.35,194.79,137.77,55.4646,124.13,72.69,100.86
2022-03-09,427.41,334.99,200.28,136.42,57.4875,127.45,73.86,102.8
2022-03-10,425.48,331.27,199.92,134.46,57.3282,126.62,73.75,102.12
2022-03-11,420.07,324.4,196.73,134.91,56.6491,124.77,73.23,101.19
2022-03-14,417.0,318.17,192.71,131.76,56.1229,123.55,73.15,100.54
2022-03-15,426.17,328.15,195.78,131.53,57.0739,126.22,74.47,102.13
2022-03-16,435.62,340.32,201.94,132.82,58.78,128.95,75.21,104.04
2022-03-17,441.07,344.44,205.11,131.83,59.5068,130.74,76.09,105.02
2022-03-18,444.52,351.49,207.27,133.44,60.2952,132.71,76.58,105.43
2022-03-21,444.39,350.08,205.44,130.35,60.5418,132.42,76.44,105.34
2022-03-22,449.59,356.96,207.5,128.68,60.9791,133.76,76.82,106.24
2022-03-23,443.8,351.83,203.9,131.5,60.4,131.85,75.88,104.81
2022-03-24,450.49,359.65,205.84,130.47,61.3311,133.56,76.36,105.66
2022-03-25,452.69,359.35,206.12,128.66,61.8143,133.98,76.78,106.51
2022-03-28,455.91,364.91,206.19,129.76,61.7658,134.93,77.4,106.21
2022-03-29,461.55,371.19,211.71,130.74,62.1762,137.39,78.28,107.64
2022-03-30,458.7,367.09,207.46,131.76,61.89,136.44,78.2,106.7
2022-03-31,451.64,362.54,205.27,132.08,61.1444,134.63,77.57,104.57
2022-04-01,452.92,361.85,207.57,132.38,61.2213,134.81,78.08,104.45
2022-04-04,456.8,369.3,207.91,131.46,61.27,135.98,78.23,104.71
2022-04-05,451.03,361.1,202.99,128.49,60.7,134.18,78.02,103.12
2022-04-06,446.52,353.26,200.11,127.45,60.76,132.94,78.39,102.73
2022-04-07,448.77,354.1,199.46,126.49,61.17,133.6,78.94,103.1
2022-04-08,447.57,349.15,197.87,125.12,61.3423,133.05,79.1,103.74
2022-04-11,439.92,340.89,196.54,123.14,60.12,130.78,78.14,103.51
2022-04-12,438.29,339.45,197.16,122.97,60.02,130.22,77.74,103.26
2022-04-13,443.31,346.35,200.91,123.22,60.54,131.72,78.29,104.05
2022-04-14,437.79,338.43,198.96,120.75,60.0029,130.25,77.78,103.41
2022-04-18,437.97,338.69,197.62,120.15,60.01,129.9,77.23,103.7
2022-04-19,445.04,346.26,201.56,119.25,60.64,132.57,78.18,105.15
2022-04-20,444.71,341.21,202.33,121.65,60.92,132.51,78.48,105.81
2022-04-21,438.06,334.15,197.8,120.75,59.8612,130.26,77.76,104.83
2022-04-22,426.04,325.4,192.68,119.99,57.94,126.8,75.86,101.96
2022-04-25,428.51,329.58,193.85,121.19,58.09,127.85,76.17,102.37
2022-04-26,416.1,317.14,187.74,122.41,57.1465,124.61,74.64,100.14
2022-04-27,417.27,316.76,186.96,120.84,56.89,124.49,74.73,99.98
2022-04-28,427.81,328.01,190.45,121.02,58.06,128.01,75.99,101.79
2022-04-29,412.0,313.25,184.95,119.45,55.93,123.48,73.43,98.56
2022-05-02,414.48,318.48,186.89,117.18,56.1394,124.57,73.21,99.34
2022-05-03,416.38,318.82,188.49,117.97,56.57,124.9,73.47,100.64
2022-05-04,429.06,329.6,193.52,118.62,58.25,128.85,75.11,103.63
2022-05-05,413.81,313.0,185.67,115.37,56.62,123.69,73.16,101.15
2022-05-06,411.34,309.25,182.58,113.67,56.6681,122.32,72.75,100.77
2022-05-09,398.17,297.15,174.9,114.67,54.6971,118.71,71.315,98.34
2022-05-10,399.09,300.76,174.95,115.71,54.73,118.88,71.3,98.09
2022-05-11,392.75,291.84,170.6,117.94,54.485,116.84,70.81,96.74
2022-05-12,392.34,291.15,172.6,117.72,54.2197,117.35,71.03,97.03
2022-05-13,401.72,301.94,178.07,115.98,55.485,120.22,72.18,98.99
2022-05-16,400.09,298.44,177.22,115.86,55.53,119.81,72.19,98.95
2022-05-17,408.32,306.17,182.64,114.46,56.37,122.04,72.86,101.61
2022-05-18,391.86,291.14,176.24,116.9,54.08,116.42,70.15,97.67
2022-05-19,389.46,289.58,176.53,117.18,53.8436,115.38,69.87,96.63
2022-05-20,389.63,288.68,176.08,118.51,53.74,115.98,70.33,96.59
2022-05-23,396.92,293.48,178.21,116.56,54.886,117.88,71.36,98.26
2022-05-24,393.89,287.24,175.57,118.86,54.6249,116.79,71.72,97.9
2022-05-25,397.37,291.26,178.73,119.33,55.17,118.09,71.94,99.26
2022-05-26,405.31,299.33,182.72,118.79,56.2055,121.1,72.85,101.13
2022-05-27,415.26,309.1,187.64,119.08,57.4,124.35,74.2,103.02
2022-05-31,412.93,308.28,185.31,116.56,56.8,123.27,73.46,102.41
2022-06-01,409.59,306.0,184.26,116.22,56.63,121.82,72.89,101.46
2022-06-02,417.39,314.38,188.76,116.28,57.36,124.7,73.76,102.47
2022-06-03,410.54,306.2,187.06,116.03,56.8746,122.77,73.13,101.06
2022-06-06,411.79,307.22,187.87,113.89,57.0294,123.04,73.14,101.37
2022-06-07,415.74,309.87,190.9,115.12,57.68,124.31,73.71,102.35
2022-06-08,411.22,307.64,187.95,114.1,57.22,122.93,72.8,100.53
2022-06-09,401.44,299.4,183.57,114.48,56.0,119.62,71.1,97.51
2022-06-10,389.8,288.84,178.59,113.77,54.56,116.0,70.03,94.88
2022-06-13,375.0,275.41,170.2,110.2,52.63,111.3,68.02,90.89
2022-06-14,373.87,275.91,169.38,108.81,52.23,111.0,67.62,90.99
2022-06-15,379.2,282.8,171.86,110.84,52.6918,112.51,68.11,91.9
2022-06-16,366.65,271.39,163.9,111.72,51.14,108.57,66.73,88.45
2022-06-17,365.86,274.69,165.18,112.08,50.56,108.62,66.92,88.4
2022-06-21,375.07,281.08,168.14,110.18,52.01,110.94,68.44,90.43
2022-06-22,374.39,280.67,167.82,113.21,51.88,110.75,68.7,90.0
2022-06-23,378.06,284.85,169.83,114.14,51.8,112.35,69.81,90.24
2022-06-24,390.08,294.61,175.09,112.56,53.26,116.06,71.41,93.07
2022-06-27,388.59,292.45,175.74,111.6,53.38,115.56,71.33,93.23
2022-06-28,380.65,283.54,172.44,112.12,52.77,112.62,70.1,92.09
2022-06-29,380.34,283.8,170.69,113.87,52.4733,112.41,70.39,91.28
2022-06-30,377.25,280.28,169.36,114.87,51.91,111.73,70.21,90.52
2022-07-01,381.24,282.13,171.41,115.82,52.38,112.32,71.06,91.11
2022-07-05,381.96,286.96,172.83,116.73,52.05,113.08,70.83,90.64
2022-07-06,383.25,288.8,171.55,114.77,52.13,113.7,71.28,90.51
2022-07-07,388.99,294.98,175.61,113.76,53.01,115.67,71.6,92.09
2022-07-08,388.67,295.35,175.59,112.5,53.05,115.53,71.48,92.02
2022-07-11,384.23,289.04,172.06,114.44,52.5106,114.19,71.2,91.08
2022-07-12,380.83,286.24,171.47,115.12,52.01,113.08,70.55,91.12
2022-07-13,378.83,285.65,171.32,116.44,51.59,112.59,70.35,90.6
2022-07-14,377.91,286.67,169.56,115.49,51.28,112.55,70.17,89.7
2022-07-15,385.13,291.87,173.09,116.14,52.35,114.48,71.08,91.86
2022-07-18,381.95,289.4,172.6,114.93,52.0166,113.64,70.18,91.41
2022-07-19,392.27,298.3,178.69,114.31,53.5281,116.94,71.51,93.99
2022-07-20,394.77,303.03,181.49,114.61,53.5523,118.14,71.34,94.09
2022-07-21,398.79,307.38,182.42,116.59,53.733,119.11,71.91,94.1
2022-07-22,395.09,301.99,179.51,118.55,53.1588,117.68,71.7,93.23
2022-07-25,395.57,300.27,180.44,117.39,53.689,117.5,71.65,93.65
2022-07-26,390.89,294.37,179.33,117.48,53.253,115.89,71.52,92.96
2022-07-27,401.04,306.81,183.41,116.82,54.6,118.84,72.38,94.65
2022-07-28,406.07,309.81,185.93,117.75,55.2311,120.73,73.4,95.47
2022-07-29,411.99,315.46,187.25,117.43,56.0152,122.02,73.81,95.82
2022-08-01,410.77,315.27,187.18,120.04,55.6318,121.71,73.57,95.96
2022-08-02,408.06,314.33,187.0,117.5,55.3417,120.68,73.1,94.86
2022-08-03,414.45,322.89,189.75,119.35,55.7718,122.24,73.91,95.99
2022-08-04,414.17,324.4,189.35,119.31,55.25,122.53,73.89,95.42
2022-08-05,413.47,321.75,190.8,116.47,55.51,122.32,74.02,95.27
2022-08-08,412.99,320.71,192.82,118.35,55.41,122.25,74.23,95.51
2022-08-09,411.35,317.08,190.19,117.89,55.4939,121.07,74.195,94.79
2022-08-10,419.99,325.93,195.62,117.12,56.44,124.11,75.0,96.63
2022-08-11,419.99,324.08,196.35,114.39,56.77,123.7,74.69,97.48
2022-08-12,427.1,330.39,200.36,115.55,57.6708,125.785,75.74,99.11
2022-08-15,428.86,333.06,201.07,115.45,57.7445,126.26,76.28,99.1
2022-08-16,429.7,332.28,200.99,115.93,57.88,126.48,76.63,99.37
2022-08-17,426.65,328.49,197.61,114.72,57.538,125.4,76.13,98.2
2022-08-18,427.89,329.28,198.92,114.89,57.9,126.0,76.33,98.98
2022-08-19,422.14,322.86,194.65,113.04,57.35,124.04,75.86,98.08
2022-08-22,413.35,314.36,190.64,112.66,56.37,121.54,74.77,95.82
2022-08-23,412.35,314.1,190.95,112.04,56.47,121.16,74.25,95.78
2022-08-24,413.67,315.01,192.41,111.22,56.65,121.53,74.35,96.1
2022-08-25,419.51,320.58,195.4,112.77,57.3637,123.66,74.96,97.83
2022-08-26,405.31,307.44,188.98,113.62,55.7273,119.07,72.99,94.74
2022-08-29,402.63,304.41,187.24,112.68,55.5914,117.92,72.57,94.28
2022-08-30,398.21,301.02,184.62,112.96,54.9,116.72,71.94,93.33
2022-08-31,395.18,299.27,183.5,111.88,54.36,115.75,71.48,92.4
2022-09-01,396.42,299.4,181.5,109.6,54.27,115.99,72.18,92.54
2022-09-02,392.24,295.17,180.09,110.22,53.87,114.82,71.26,91.91
2022-09-06,390.76,293.05,178.31,107.49,53.66,114.71,71.11,91.14
2022-09-07,397.78,298.97,182.19,109.19,54.37,116.75,72.54,92.37
2022-09-08,400.38,300.52,183.71,108.07,54.7874,117.64,72.85,93.05
2022-09-09,406.6,307.09,187.4,108.31,55.5882,119.69,73.6,94.55
2022-09-12,410.97,310.74,189.67,107.42,56.0196,120.42,74.03,95.53
2022-09-13,393.1,293.7,182.25,107.67,53.9301,114.95,71.61,91.46
2022-09-14,394.6,296.03,182.96,108.04,54.0722,115.08,71.61,91.31
2022-09-15,390.12,291.1,181.63,107.97,53.7471,113.46,70.78,91.03
2022-09-16,385.56,289.32,178.99,107.07,53.4115,112.6,70.58,90.32
2022-09-19,388.55,291.05,180.52,107.32,53.2036,113.36,70.93,90.92
2022-09-20,384.09,288.73,178.06,106.25,52.8686,111.76,70.07,89.08
2022-09-21,377.39,283.56,175.34,108.03,52.2197,109.98,69.16,87.66
2022-09-22,374.22,280.07,171.39,105.27,52.16,108.88,68.93,86.85
2022-09-23,367.95,275.51,167.31,105.7,50.7106,107.29,68.26,85.0
2022-09-26,364.31,274.37,164.17,103.68,50.02,105.58,67.2,82.79
2022-09-27,363.38,274.48,164.73,100.95,50.1586,105.43,66.79,82.69
2022-09-28,370.53,279.94,169.94,104.33,51.5141,107.94,67.99,84.47
2022-09-29,362.79,271.87,166.13,103.79,50.9429,105.72,66.87,82.82
2022-09-30,357.18,267.26,164.92,102.45,50.3078,103.94,66.1,81.86
2022-10-03,366.61,273.53,169.29,103.83,51.8426,106.83,67.73,84.37
2022-10-04,377.97,282.13,176.0,103.54,53.0901,109.92,69.17,87.44
2022-10-05,377.09,281.98,174.7,102.55,53.3486,109.94,68.88,87.2
2022-10-06,373.2,279.76,173.72,101.98,53.21,109.0,67.83,86.24
2022-10-07,362.79,269.1,168.61,100.99,52.3559,105.94,66.34,84.19
2022-10-10,360.02,266.41,167.67,99.42,52.0346,105.32,66.26,83.45
2022-10-11,357.74,262.75,167.72,99.86,51.9997,104.71,66.22,83.35
2022-10-12,356.56,262.66,167.26,100.35,51.8752,104.3,65.75,82.98
2022-10-13,365.97,268.82,171.4,99.39,53.45,106.49,67.14,85.42
2022-10-14,357.63,260.74,166.81,98.57,52.2894,103.82,65.93,83.95
2022-10-17,366.82,269.35,172.13,98.09,53.0156,106.55,67.2,85.26
2022-10-18,371.13,271.48,174.17,98.32,53.61,107.77,67.97,86.29
2022-10-19,368.5,270.49,171.21,96.53,53.6634,106.89,67.37,85.62
2022-10-20,365.41,269.11,169.03,94.88,53.53,106.05,66.82,85.54
2022-10-21,374.29,275.42,172.7,93.17,54.84,108.74,68.02,88.12
2022-10-24,378.87,278.45,173.44,92.4,55.64,110.07,68.93,89.26
2022-10-25,384.92,284.21,178.17,95.09,55.6891,112.44,69.75,90.47
2022-10-26,382.02,277.93,179.05,96.46,56.23,111.96,69.82,91.11
2022-10-27,379.98,272.87,179.09,97.47,56.2898,110.99,69.79,90.86
2022-10-28,389.02,281.22,183.16,96.8,57.25,113.62,71.65,93.05
2022-10-31,386.21,277.95,183.33,96.11,57.14,112.56,71.19,92.58
2022-11-01,384.52,275.11,183.58,96.77,57.16,112.52,71.11,93.05
2022-11-02,374.87,265.68,177.49,96.35,56.351,109.38,69.68,91.13
2022-11-03,371.01,260.49,176.3,95.83,56.6913,108.38,69.22,90.15
2022-11-04,376.35,264.68,178.68,94.22,57.2,110.14,69.78,91.84
2022-11-07,379.95,267.59,179.49,93.28,57.43,111.41,70.31,92.72
2022-11-08,382.0,269.54,179.56,94.3,57.79,112.07,70.85,93.1
2022-11-09,374.13,263.32,174.63,94.61,56.331,109.75,70.02,91.22
2022-11-10,394.69,282.75,185.38,98.25,57.52,116.83,72.49,95.29
2022-11-11,398.51,287.96,186.9,97.89,57.33,118.5,72.09,96.23
2022-11-14,395.12,285.44,184.81,97.65,57.25,117.53,71.9,95.59
2022-11-15,398.49,289.39,187.55,99.23,57.5,118.85,72.29,96.16
2022-11-16,395.45,285.44,184.25,101.4,57.2,117.17,72.27,94.48
2022-11-17,394.24,284.81,182.54,100.33,57.46,116.96,72.22,94.67
2022-11-18,396.03,284.82,183.72,99.64,57.76,117.4,72.92,95.38
2022-11-21,394.59,281.89,182.76,100.06,57.62,116.76,73.21,95.06
2022-11-22,399.9,285.95,184.71,101.48,58.614,118.67,73.87,96.62
2022-11-23,402.42,288.82,185.19,103.25,58.49,119.43,74.14,96.85
2022-11-25,402.33,286.92,185.58,102.9,58.6487,119.21,74.35,97.08
2022-11-28,395.91,282.71,181.84,103.19,57.94,117.59,73.54,95.34
2022-11-29,395.23,280.57,182.37,101.98,58.07,117.52,73.47,95.84
2022-11-30,407.68,293.36,187.37,102.73,58.95,121.24,75.26,97.89
2022-12-01,407.38,293.72,186.96,105.76,58.62,121.21,75.36,97.57
2022-12-02,406.91,292.55,188.05,107.09,58.7,121.17,75.5,97.27
2022-12-05,399.59,287.64,182.87,105.59,57.84,119.18,74.43,95.55
2022-12-06,393.83,281.68,180.07,106.95,57.34,117.24,73.84,94.4
2022-12-07,393.16,280.53,179.54,109.47,57.22,117.09,73.92,94.49
2022-12-08,396.24,283.85,180.84,109.17,57.31,118.08,74.4,95.01
2022-12-09,393.28,282.04,178.62,106.33,56.55,116.98,73.71,94.41
2022-12-12,398.95,285.58,180.72,106.67,57.48,118.93,74.79,95.73
2022-12-13,401.97,288.65,181.38,107.7,57.54,119.48,74.48,95.51
2022-12-14,399.4,286.51,180.19,108.16,57.47,119.0,74.2,95.01
2022-12-15,389.63,276.89,175.68,108.32,56.65,115.92,72.75,92.74
2022-12-16,383.27,274.25,174.37,107.11,56.08,114.57,72.03,91.51
2022-12-19,380.02,269.75,172.01,105.31,55.65,113.34,71.62,90.62
2022-12-20,380.54,269.54,172.92,103.44,55.81,113.52,71.66,90.59
2022-12-21,386.23,273.45,175.9,103.7,56.61,115.55,72.52,91.79
2022-12-22,380.72,266.76,173.6,103.68,56.16,113.77,71.99,90.69
2022-12-23,382.91,267.36,174.39,102.16,56.8109,114.44,72.37,91.22
2022-12-27,381.4,263.58,173.22,100.14,57.1,114.08,72.5,91.21
2022-12-28,376.66,260.1,170.53,99.55,56.28,112.56,71.74,89.82
2022-12-29,383.44,266.44,174.85,100.68,56.68,114.53,72.5,91.23
2022-12-30,382.43,266.28,174.36,99.56,56.78,113.96,72.1,91.14
2023-01-03,380.82,264.48,173.4,101.46,55.87,113.64,72.17,91.15
2023-01-04,383.76,265.74,175.56,102.85,55.78,114.56,72.57,92.58
2023-01-05,379.38,261.58,173.68,103.28,55.72,113.23,71.9,92.11
2023-01-06,388.08,268.8,177.58,105.18,56.6331,116.14,73.46,94.45
2023-01-09,387.86,270.54,177.88,105.74,56.06,116.05,72.93,94.21
2023-01-10,390.58,272.83,180.51,103.99,56.07,116.89,73.14,94.88
2023-01-11,395.52,277.55,182.76,105.68,56.47,118.57,73.78,95.65
2023-01-12,396.96,279.05,185.83,107.76,56.63,119.13,73.58,96.06
2023-01-13,398.5,280.97,187.05,106.75,56.66,119.39,73.67,95.95
2023-01-17,397.77,281.54,186.82,106.06,56.52,119.14,73.33,95.39
2023-01-18,391.49,277.88,183.8,108.63,55.4433,117.48,72.04,93.77
2023-01-19,388.64,275.15,182.04,107.95,55.62,116.47,71.6,93.07
2023-01-20,395.88,282.68,185.04,106.2,56.04,118.81,72.36,94.52
2023-01-23,400.63,288.96,187.33,105.7,56.05,120.39,72.71,95.96
2023-01-24,400.2,288.37,186.93,107.22,56.1421,120.31,72.7,95.68
2023-01-25,400.35,287.73,187.45,107.48,56.21,120.17,72.81,96.49
2023-01-26,404.75,293.34,188.56,106.98,56.92,121.46,72.92,97.21
2023-01-27,405.68,296.26,189.58,106.71,56.3,121.75,72.7,97.13
2023-01-30,400.59,290.27,186.94,106.32,55.7553,120.11,72.35,96.03
2023-01-31,406.48,294.62,191.48,107.17,56.52,122.11,73.2,97.68
2023-02-01,410.8,300.92,194.49,108.18,56.0252,123.58,73.65,98.37
2023-02-02,416.78,311.72,198.32,108.32,55.09,126.2,73.55,99.54
2023-02-03,412.35,306.18,196.99,106.7,54.91,124.75,72.98,98.34
2023-02-06,409.83,303.59,194.14,105.91,54.9,123.65,72.83,97.18
2023-02-07,415.19,309.88,195.58,105.06,55.58,125.16,73.17,98.07
2023-02-08,410.65,304.37,192.72,105.56,55.27,123.42,72.46,97.08
2023-02-09,407.09,301.68,189.93,104.56,55.1758,122.18,72.02,96.57
2023-02-10,408.04,299.7,190.31,103.39,56.23,122.37,72.69,97.37
2023-02-13,412.83,304.5,192.6,104.26,56.42,124.15,73.3,98.34
2023-02-14,412.64,306.75,192.51,104.02,56.2,123.98,72.72,98.21
2023-02-15,413.98,309.1,194.46,103.05,55.85,124.04,72.9,98.45
2023-02-16,408.28,303.3,192.6,101.59,55.36,122.33,72.48,97.72
2023-02-17,407.26,301.16,193.13,102.38,55.09,121.84,72.84,97.33
2023-02-21,399.09,294.03,187.43,100.39,54.7283,119.22,71.91,95.02
2023-02-22,398.54,294.25,187.94,101.31,54.48,118.95,71.64,94.8
2023-02-23,400.66,296.82,189.28,102.3,54.74,120.11,71.66,95.13
2023-02-24,396.38,291.85,187.51,100.97,54.4883,118.71,71.09,94.31
2023-02-27,397.73,293.94,188.17,101.25,54.53,118.9,71.11,94.26
2023-02-28,396.26,293.56,188.18,101.71,53.94,118.75,70.64,93.73
2023-03-01,394.74,291.2,188.42,100.37,54.11,118.4,70.27,93.84
2023-03-02,397.81,293.61,188.87,99.48,54.49,119.545,70.88,94.42
2023-03-03,404.19,299.68,191.5,101.89,54.91,121.41,71.52,95.61
2023-03-06,404.47,300.02,188.7,101.1,55.23,121.53,71.55,95.1
2023-03-07,398.27,296.34,186.51,101.72,54.41,119.83,70.68,93.5
2023-03-08,398.92,297.82,186.6,101.82,54.1,120.24,70.7,93.81
2023-03-09,391.56,292.66,181.41,102.07,53.44,118.26,69.9,91.81
2023-03-10,385.91,288.55,176.18,105.59,52.9399,116.31,69.12,90.46
2023-03-13,385.36,290.69,173.31,105.83,52.81,116.27,69.36,88.98
2023-03-14,391.73,297.37,176.52,104.09,53.27,118.34,70.01,90.19
2023-03-15,389.28,298.93,173.61,106.1,52.42,117.77,69.91,88.74
2023-03-16,396.11,306.81,175.98,105.27,52.77,119.84,70.6,90.255
2023-03-17,389.99,305.36,171.23,106.85,52.01,118.98,69.97,88.77
2023-03-20,393.74,305.97,173.45,105.91,52.61,120.01,70.78,89.81
2023-03-21,398.91,310.34,176.65,105.0,53.32,121.34,70.88,90.93
2023-03-22,392.11,306.12,171.64,106.4,52.41,119.33,69.91,89.03
2023-03-23,393.17,309.75,170.25,106.4,52.22,119.77,69.68,88.06
2023-03-24,395.75,310.89,171.79,106.85,52.61,120.28,70.66,88.58
2023-03-27,396.49,308.76,173.7,104.34,53.2117,120.24,70.87,89.23
2023-03-28,395.6,307.12,173.45,104.53,53.52,119.91,70.93,89.24
2023-03-29,401.35,312.72,175.42,104.32,53.95,121.53,71.61,90.96
2023-03-30,403.7,315.68,175.18,104.8,54.1,122.25,71.94,91.45
2023-03-31,409.39,320.93,178.4,106.37,54.53,124.065,72.74,92.59
2023-04-03,410.95,320.15,178.48,106.6,55.79,124.63,73.03,93.14
2023-04-04,408.67,319.07,175.35,107.13,55.12,123.5,72.84,92.08
2023-04-05,407.6,315.92,173.63,108.25,55.82,123.37,73.28,92.02
2023-04-06,409.19,318.05,173.89,108.53,55.64,123.66,73.53,91.97
2023-04-10,409.61,317.87,175.75,106.78,55.86,124.1,73.46,92.925
2023-04-11,409.72,315.83,177.14,107.0,56.06,124.33,73.64,93.45
2023-04-12,408.05,313.04,175.84,106.89,56.2057,123.7,73.67,92.8
2023-04-13,413.47,319.17,178.17,106.05,56.7,125.15,74.13,93.17
2023-04-14,412.46,318.57,176.51,105.08,56.44,125.0,73.65,93.07
2023-04-17,413.94,318.84,178.78,103.83,56.31,125.17,73.99,93.55
2023-04-18,414.21,318.86,178.02,104.2,56.43,125.37,73.85,93.58
2023-04-19,414.14,318.71,178.25,104.1,56.19,125.06,73.67,92.76
2023-04-20,411.88,316.28,177.33,104.99,56.16,125.05,73.59,91.77
2023-04-21,412.2,316.61,177.56,104.4,56.18,124.86,73.79,91.62
